Flight_ID,Airline,Departure_City,Arrival_City,Departure_Time,Arrival_Time,Flight_Type,Aircraft_Type,Seats_Available,Price,Meal_Option,Flight_Status,Gate_Number,Gate_Type,Duration (hrs),Baggage_Allowance,Cancellation_Policy,Seat_Class,WiFi_Available,Entertainment_Options,Loyalty_Points_Earned,Layovers,Boarding_Group,Eco_Friendly_Flight,Crew_Language_Support,Inflight_Services,Seat_Availability,Ticket_Flexibility,Discounts_Available,Customer_Rating
351,Delta,Boston,Las Vegas,08:00 AM,08:00 AM,Domestic,Airbus A320,8,620,Vegan,Cancelled,13,International,2.2,Unlimited,Fully Refundable,Economy,No,Movies & TV,1167,2 Stops,Group B,No,French,Priority Boarding,Limited Availability,Fully Flexible,Student Discount,3.5
352,Spirit,Boston,Washington D.C.,08:00 PM,12:00 PM,International,Embraer E190,22,350,Non-Vegetarian,Delayed,49,International,3.5,15kg,Fully Refundable,Business,Yes,None,1239,None,Group A,Yes,Multilingual,Complimentary Drinks,Fully Booked,Non-Changeable,None,3.3
353,Alaska Airlines,New York,Seattle,04:00 PM,06:00 PM,Domestic,Embraer E190,21,243,Vegan,On Time,31,International,6.1,30kg,Refundable with Fee,Economy,Yes,None,2896,2 Stops,Group B,No,Spanish,Extra Legroom,Available,Changeable with Fee,Senior Citizen Discount,4.8
354,JetBlue,Las Vegas,Charlotte,06:00 AM,06:00 AM,International,Boeing 777,20,182,None,Delayed,40,International,3.5,Unlimited,Fully Refundable,First Class,Yes,Movies & TV,4471,2 Stops,Group C,Yes,French,Sleep Kit,Fully Booked,Fully Flexible,Military Discount,3.6
355,Spirit,Miami,New York,12:00 PM,06:00 PM,International,Airbus A350,25,775,Gluten-Free,On Time,27,International,8.2,20kg,Non-refundable,Business,Yes,Games,1454,3+ Stops,Group B,Yes,French,Sleep Kit,Fully Booked,Non-Changeable,Military Discount,3.0
356,JetBlue,Las Vegas,Atlanta,08:00 AM,02:00 PM,International,Boeing 777,9,571,Vegan,On Time,38,International,2.2,30kg,Fully Refundable,Premium Economy,Yes,Games,2607,1 Stop,Group A,Yes,Chinese,Priority Boarding,Fully Booked,Non-Changeable,None,3.4
357,JetBlue,Dallas,Chicago,08:00 AM,04:00 PM,International,Airbus A320,22,720,Gluten-Free,Delayed,30,Domestic,8.8,30kg,Refundable with Fee,Premium Economy,No,Movies & TV,4210,3+ Stops,Group A,No,French,Sleep Kit,Fully Booked,Non-Changeable,Senior Citizen Discount,3.9
358,Alaska Airlines,Washington D.C.,Las Vegas,06:00 AM,08:00 PM,Domestic,Boeing 737,15,293,Vegetarian,Cancelled,41,International,6.5,20kg,Fully Refundable,First Class,Yes,None,3275,2 Stops,Group C,Yes,Chinese,Complimentary Drinks,Fully Booked,Non-Changeable,Senior Citizen Discount,3.3
359,Delta,Chicago,Atlanta,08:00 PM,10:00 AM,International,Airbus A320,30,267,None,Delayed,13,Domestic,8.6,25kg,Refundable with Fee,First Class,Yes,Music,2850,None,Group B,Yes,French,Extra Legroom,Limited Availability,Non-Changeable,Student Discount,4.9
360,Delta,Seattle,Phoenix,12:00 PM,12:00 PM,International,Boeing 777,28,501,Vegetarian,Delayed,15,International,3.6,20kg,Refundable with Fee,Business,No,Music,2252,3+ Stops,Group D,No,Multilingual,Sleep Kit,Limited Availability,Fully Flexible,Student Discount,3.8
361,Spirit,Denver,Seattle,04:00 PM,10:00 AM,Domestic,Embraer E190,16,148,Vegan,Cancelled,15,Domestic,10.9,20kg,Fully Refundable,Economy,Yes,Movies & TV,2077,None,Group D,Yes,French,Priority Boarding,Limited Availability,Fully Flexible,Senior Citizen Discount,3.8
362,Spirit,Charlotte,Orlando,06:00 AM,08:00 AM,Domestic,Airbus A350,24,646,Vegan,Delayed,11,International,4.1,20kg,Refundable with Fee,Economy,Yes,Music,2852,2 Stops,Group C,No,Multilingual,Priority Boarding,Limited Availability,Changeable with Fee,Senior Citizen Discount,3.1
363,American,Seattle,Phoenix,10:00 AM,02:00 PM,International,Airbus A320,19,325,None,Cancelled,33,Domestic,1.5,25kg,Refundable with Fee,Premium Economy,Yes,Movies & TV,2329,1 Stop,Group B,Yes,Spanish,Extra Legroom,Fully Booked,Fully Flexible,Senior Citizen Discount,3.4
364,American,Orlando,Charlotte,12:00 PM,04:00 PM,Domestic,Boeing 737,13,641,Vegetarian,On Time,35,Domestic,10.0,Unlimited,Non-refundable,Business,Yes,Music,4218,1 Stop,Group A,No,French,None,Limited Availability,Changeable with Fee,Frequent Flyer Discount,3.8
365,Delta,Orlando,Charlotte,04:00 PM,08:00 AM,International,Boeing 737,13,613,Non-Vegetarian,On Time,6,Domestic,6.6,Unlimited,Non-refundable,Business,Yes,Games,826,None,Group D,Yes,Multilingual,None,Limited Availability,Changeable with Fee,Military Discount,4.8
366,Frontier,Los Angeles,Charlotte,06:00 PM,02:00 PM,International,Boeing 737,10,385,Vegan,On Time,11,Domestic,11.7,Unlimited,Fully Refundable,Premium Economy,No,Movies & TV,4602,1 Stop,Group C,No,French,Complimentary Drinks,Available,Non-Changeable,Senior Citizen Discount,3.5
367,Alaska Airlines,Orlando,San Francisco,06:00 AM,06:00 AM,Domestic,Embraer E190,13,707,Vegan,Cancelled,14,Domestic,10.8,30kg,Non-refundable,Economy,Yes,Movies & TV,3608,2 Stops,Group D,Yes,English,Sleep Kit,Fully Booked,Non-Changeable,Frequent Flyer Discount,4.0
368,United,Orlando,Atlanta,12:00 PM,08:00 PM,International,Boeing 737,26,616,Non-Vegetarian,On Time,35,Domestic,5.3,15kg,Refundable with Fee,Business,No,Movies & TV,1122,1 Stop,Group C,No,English,None,Available,Changeable with Fee,None,4.6
369,Frontier,Boston,Las Vegas,10:00 AM,12:00 PM,International,Airbus A320,24,363,Gluten-Free,Cancelled,22,Domestic,2.6,20kg,Fully Refundable,Premium Economy,Yes,Music,2125,2 Stops,Group B,Yes,French,None,Fully Booked,Fully Flexible,Student Discount,3.8
370,Delta,Denver,Denver,06:00 PM,06:00 AM,Domestic,Boeing 777,5,536,Non-Vegetarian,On Time,41,Domestic,8.1,15kg,Non-refundable,Business,No,Games,1584,1 Stop,Group C,No,Multilingual,Sleep Kit,Available,Non-Changeable,None,4.2
371,Alaska Airlines,Dallas,Los Angeles,04:00 PM,08:00 PM,International,Airbus A320,30,651,Vegan,Delayed,34,International,1.2,20kg,Refundable with Fee,Economy,No,Games,1763,None,Group B,No,Chinese,Priority Boarding,Fully Booked,Non-Changeable,Student Discount,4.6
372,United,Phoenix,Orlando,04:00 PM,12:00 PM,International,Embraer E190,5,148,Vegan,Delayed,38,Domestic,9.4,20kg,Non-refundable,Economy,No,None,1108,2 Stops,Group D,No,Spanish,Complimentary Drinks,Limited Availability,Fully Flexible,None,4.9
373,Alaska Airlines,New York,Miami,06:00 PM,08:00 PM,Domestic,Airbus A320,12,369,Vegan,Cancelled,18,Domestic,4.1,30kg,Refundable with Fee,Economy,No,Music,773,None,Group C,No,Spanish,Complimentary Drinks,Fully Booked,Fully Flexible,Frequent Flyer Discount,3.5
374,Spirit,Chicago,Denver,06:00 AM,02:00 PM,Domestic,Boeing 737,23,605,Non-Vegetarian,Delayed,4,International,3.0,25kg,Refundable with Fee,Premium Economy,Yes,None,3072,1 Stop,Group A,No,Chinese,Complimentary Drinks,Limited Availability,Fully Flexible,Frequent Flyer Discount,3.4
375,Frontier,Seattle,Charlotte,08:00 PM,02:00 PM,International,Boeing 777,15,580,Vegan,On Time,28,Domestic,5.5,20kg,Non-refundable,First Class,Yes,Games,4371,2 Stops,Group A,No,Multilingual,Extra Legroom,Limited Availability,Changeable with Fee,None,4.3
376,Alaska Airlines,Seattle,New York,08:00 AM,12:00 PM,International,Airbus A350,19,119,Non-Vegetarian,Delayed,3,International,7.1,30kg,Fully Refundable,First Class,Yes,None,4006,None,Group C,Yes,Multilingual,Extra Legroom,Limited Availability,Non-Changeable,Military Discount,4.3
377,Delta,New York,Chicago,02:00 PM,08:00 PM,International,Boeing 737,24,273,Non-Vegetarian,Delayed,21,International,4.6,20kg,Refundable with Fee,First Class,No,Music,2974,1 Stop,Group A,Yes,Spanish,None,Fully Booked,Fully Flexible,Senior Citizen Discount,4.0
378,JetBlue,Washington D.C.,Dallas,08:00 PM,06:00 AM,International,Airbus A350,19,328,None,Delayed,1,International,2.6,Unlimited,Refundable with Fee,Business,No,Music,793,2 Stops,Group B,Yes,Spanish,Extra Legroom,Limited Availability,Changeable with Fee,Military Discount,3.8
379,American,Boston,Atlanta,08:00 AM,12:00 PM,Domestic,Airbus A320,10,569,Non-Vegetarian,On Time,35,International,4.1,Unlimited,Fully Refundable,Economy,Yes,Movies & TV,4085,1 Stop,Group C,Yes,Chinese,Sleep Kit,Available,Non-Changeable,Military Discount,3.5
380,American,Dallas,Boston,08:00 AM,08:00 PM,International,Boeing 777,15,132,Vegan,Delayed,33,Domestic,4.7,20kg,Non-refundable,First Class,No,Movies & TV,2547,None,Group A,Yes,English,Complimentary Drinks,Available,Non-Changeable,Senior Citizen Discount,4.4
381,Frontier,Las Vegas,Miami,08:00 PM,06:00 PM,International,Boeing 777,24,158,None,Delayed,3,International,9.0,25kg,Fully Refundable,Premium Economy,Yes,None,752,None,Group D,Yes,Multilingual,Extra Legroom,Fully Booked,Fully Flexible,Senior Citizen Discount,4.9
382,Frontier,Charlotte,Seattle,06:00 PM,08:00 PM,Domestic,Airbus A320,16,433,Non-Vegetarian,Cancelled,28,Domestic,3.7,Unlimited,Refundable with Fee,First Class,No,Games,4057,3+ Stops,Group A,Yes,Spanish,None,Fully Booked,Changeable with Fee,Student Discount,4.4
383,Southwest,Chicago,Chicago,10:00 AM,08:00 PM,International,Airbus A350,22,758,Gluten-Free,On Time,25,International,8.2,20kg,Refundable with Fee,Business,No,None,1108,3+ Stops,Group A,No,Chinese,None,Fully Booked,Non-Changeable,Frequent Flyer Discount,4.0
384,American,Chicago,Orlando,10:00 AM,08:00 AM,International,Boeing 737,21,134,Non-Vegetarian,Delayed,15,Domestic,10.7,15kg,Refundable with Fee,First Class,Yes,Movies & TV,2294,3+ Stops,Group A,No,French,Sleep Kit,Fully Booked,Changeable with Fee,Senior Citizen Discount,4.3
385,Delta,Boston,Denver,06:00 PM,02:00 PM,Domestic,Embraer E190,13,460,None,Cancelled,24,Domestic,8.5,30kg,Refundable with Fee,First Class,Yes,None,2396,None,Group C,No,Spanish,Complimentary Drinks,Available,Non-Changeable,Student Discount,3.7
386,Delta,Chicago,Phoenix,08:00 PM,04:00 PM,Domestic,Airbus A320,20,518,None,Delayed,42,International,11.7,30kg,Refundable with Fee,Business,Yes,Music,4141,3+ Stops,Group C,Yes,French,Sleep Kit,Available,Non-Changeable,Military Discount,3.0
387,United,Charlotte,New York,10:00 AM,10:00 AM,International,Airbus A350,20,286,Gluten-Free,On Time,8,Domestic,11.8,25kg,Non-refundable,First Class,Yes,Games,4561,2 Stops,Group A,Yes,Chinese,Priority Boarding,Limited Availability,Fully Flexible,None,3.8
388,JetBlue,Houston,Atlanta,02:00 PM,12:00 PM,Domestic,Embraer E190,7,739,None,Delayed,31,Domestic,6.3,25kg,Non-refundable,Business,No,Music,4153,1 Stop,Group A,No,French,Complimentary Drinks,Available,Changeable with Fee,Frequent Flyer Discount,4.3
389,Alaska Airlines,Las Vegas,Boston,06:00 AM,12:00 PM,Domestic,Airbus A320,27,205,Vegetarian,Cancelled,31,Domestic,2.8,30kg,Fully Refundable,First Class,Yes,Movies & TV,4057,None,Group A,No,French,Priority Boarding,Available,Changeable with Fee,Student Discount,4.5
390,Alaska Airlines,Miami,Los Angeles,06:00 AM,02:00 PM,International,Boeing 777,26,141,Vegetarian,Delayed,7,International,8.7,25kg,Fully Refundable,First Class,No,Music,4335,3+ Stops,Group B,Yes,English,Sleep Kit,Limited Availability,Changeable with Fee,Senior Citizen Discount,5.0
391,Spirit,Los Angeles,Denver,02:00 PM,02:00 PM,International,Boeing 777,15,265,Vegetarian,Delayed,49,Domestic,8.3,Unlimited,Refundable with Fee,Premium Economy,Yes,Movies & TV,2205,1 Stop,Group B,No,Chinese,Extra Legroom,Limited Availability,Fully Flexible,Military Discount,4.1
392,JetBlue,Phoenix,Chicago,12:00 PM,08:00 PM,International,Boeing 777,23,318,Gluten-Free,Delayed,9,Domestic,11.0,25kg,Fully Refundable,First Class,No,Games,3776,None,Group D,Yes,Spanish,Priority Boarding,Fully Booked,Fully Flexible,Senior Citizen Discount,3.7
393,United,Atlanta,Chicago,08:00 AM,10:00 AM,International,Embraer E190,28,463,Non-Vegetarian,Cancelled,10,Domestic,4.7,25kg,Refundable with Fee,Economy,No,Music,4618,1 Stop,Group B,No,Spanish,Extra Legroom,Available,Non-Changeable,Senior Citizen Discount,4.7
394,JetBlue,Los Angeles,Houston,10:00 AM,08:00 PM,International,Embraer E190,26,715,Non-Vegetarian,Cancelled,21,International,7.5,30kg,Non-refundable,Premium Economy,No,Music,2285,None,Group D,No,English,Extra Legroom,Fully Booked,Fully Flexible,Military Discount,4.8
395,JetBlue,Dallas,Seattle,04:00 PM,12:00 PM,Domestic,Embraer E190,6,195,None,On Time,26,Domestic,6.7,20kg,Non-refundable,First Class,Yes,None,2149,None,Group D,Yes,English,Sleep Kit,Available,Fully Flexible,Military Discount,3.5
396,Alaska Airlines,Las Vegas,Houston,06:00 PM,04:00 PM,Domestic,Airbus A350,25,374,Gluten-Free,Delayed,40,International,2.9,25kg,Fully Refundable,First Class,No,Music,1355,2 Stops,Group C,Yes,Chinese,Priority Boarding,Fully Booked,Non-Changeable,Frequent Flyer Discount,3.3
397,American,Chicago,Denver,06:00 PM,02:00 PM,Domestic,Airbus A350,26,743,Vegetarian,Cancelled,31,International,8.3,30kg,Non-refundable,Premium Economy,Yes,None,593,3+ Stops,Group C,Yes,Chinese,Complimentary Drinks,Limited Availability,Non-Changeable,Senior Citizen Discount,3.4
398,Alaska Airlines,Las Vegas,Las Vegas,02:00 PM,06:00 PM,Domestic,Airbus A350,15,389,Vegetarian,On Time,39,Domestic,6.7,25kg,Fully Refundable,Economy,No,Games,4218,2 Stops,Group D,Yes,Multilingual,Complimentary Drinks,Available,Changeable with Fee,Student Discount,4.7
399,United,Phoenix,Chicago,08:00 AM,04:00 PM,Domestic,Boeing 777,11,327,Non-Vegetarian,Cancelled,25,Domestic,8.0,15kg,Refundable with Fee,Economy,No,Music,1239,1 Stop,Group D,No,French,Extra Legroom,Limited Availability,Changeable with Fee,Frequent Flyer Discount,3.2
400,JetBlue,Chicago,Seattle,12:00 PM,04:00 PM,International,Embraer E190,11,512,None,Cancelled,39,Domestic,4.5,15kg,Non-refundable,Economy,No,Music,3470,3+ Stops,Group D,No,English,None,Fully Booked,Fully Flexible,Student Discount,4.1
401,Spirit,San Francisco,Houston,08:00 AM,08:00 PM,Domestic,Boeing 737,16,429,Vegan,Delayed,30,Domestic,11.5,25kg,Non-refundable,Premium Economy,Yes,None,4335,None,Group B,Yes,Multilingual,None,Fully Booked,Fully Flexible,Senior Citizen Discount,3.9
402,Spirit,Orlando,Phoenix,04:00 PM,08:00 AM,Domestic,Airbus A350,8,245,Non-Vegetarian,Delayed,4,International,12.0,30kg,Fully Refundable,Premium Economy,Yes,Games,4057,1 Stop,Group C,Yes,Spanish,Sleep Kit,Limited Availability,Changeable with Fee,Frequent Flyer Discount,4.0
403,American,Atlanta,Phoenix,04:00 PM,12:00 PM,International,Airbus A350,12,655,Non-Vegetarian,On Time,30,International,9.9,20kg,Non-refundable,Premium Economy,Yes,None,4057,None,Group C,No,Multilingual,Priority Boarding,Fully Booked,Fully Flexible,Senior Citizen Discount,3.9
404,Frontier,Boston,Los Angeles,06:00 AM,10:00 AM,Domestic,Embraer E190,27,189,Gluten-Free,Delayed,37,Domestic,6.1,15kg,Non-refundable,Economy,Yes,Movies & TV,3115,None,Group B,No,Multilingual,Sleep Kit,Limited Availability,Fully Flexible,Senior Citizen Discount,4.4
405,JetBlue,Los Angeles,Washington D.C.,04:00 PM,12:00 PM,Domestic,Boeing 737,21,461,Gluten-Free,On Time,12,Domestic,11.6,25kg,Refundable with Fee,Business,Yes,None,1207,2 Stops,Group D,Yes,Chinese,None,Limited Availability,Fully Flexible,Student Discount,4.8
406,Southwest,New York,Miami,06:00 AM,02:00 PM,International,Airbus A320,8,586,Vegan,On Time,43,Domestic,1.2,30kg,Fully Refundable,Business,No,None,2716,2 Stops,Group D,Yes,Multilingual,Extra Legroom,Fully Booked,Changeable with Fee,Frequent Flyer Discount,4.1
407,JetBlue,Charlotte,Orlando,12:00 PM,08:00 PM,Domestic,Boeing 737,8,305,Vegetarian,Cancelled,5,International,6.7,15kg,Fully Refundable,Premium Economy,No,Movies & TV,793,1 Stop,Group C,Yes,English,Priority Boarding,Available,Non-Changeable,Student Discount,5.0
408,JetBlue,Phoenix,New York,06:00 AM,02:00 PM,International,Embraer E190,30,330,Vegetarian,On Time,48,Domestic,10.0,25kg,Fully Refundable,Premium Economy,Yes,Music,2524,2 Stops,Group B,Yes,Multilingual,Complimentary Drinks,Limited Availability,Fully Flexible,None,3.2
409,Alaska Airlines,Dallas,New York,08:00 AM,10:00 AM,International,Boeing 737,28,108,Vegan,Delayed,20,Domestic,3.2,20kg,Non-refundable,Business,No,Music,1874,3+ Stops,Group A,No,French,Complimentary Drinks,Limited Availability,Fully Flexible,Senior Citizen Discount,3.6
410,United,Boston,Washington D.C.,08:00 AM,12:00 PM,Domestic,Boeing 777,26,606,Non-Vegetarian,Delayed,46,International,9.5,Unlimited,Refundable with Fee,Economy,Yes,Movies & TV,1000,1 Stop,Group D,Yes,Spanish,None,Fully Booked,Non-Changeable,None,4.9
411,American,Miami,Los Angeles,04:00 PM,06:00 AM,Domestic,Airbus A350,8,631,Vegan,Cancelled,44,International,10.2,Unlimited,Non-refundable,First Class,No,None,3856,None,Group C,No,Spanish,None,Limited Availability,Non-Changeable,Senior Citizen Discount,4.5
412,Delta,Houston,Dallas,06:00 AM,06:00 AM,International,Boeing 777,5,139,None,On Time,5,Domestic,1.2,15kg,Non-refundable,Premium Economy,No,Games,3103,None,Group A,No,Multilingual,Sleep Kit,Fully Booked,Changeable with Fee,Senior Citizen Discount,4.2
413,JetBlue,Orlando,Denver,12:00 PM,04:00 PM,International,Embraer E190,15,660,None,Delayed,30,Domestic,1.8,20kg,Refundable with Fee,Premium Economy,Yes,Games,1277,2 Stops,Group B,No,Multilingual,Extra Legroom,Fully Booked,Fully Flexible,Frequent Flyer Discount,4.2
414,Delta,Washington D.C.,Los Angeles,08:00 PM,06:00 AM,International,Airbus A350,23,556,Gluten-Free,Cancelled,14,Domestic,3.8,Unlimited,Non-refundable,First Class,Yes,Movies & TV,3622,None,Group B,Yes,Multilingual,Extra Legroom,Available,Fully Flexible,Senior Citizen Discount,4.6
415,Spirit,Phoenix,Seattle,08:00 AM,02:00 PM,International,Boeing 737,24,769,Non-Vegetarian,On Time,34,International,5.2,30kg,Refundable with Fee,Premium Economy,Yes,Movies & TV,2325,1 Stop,Group A,Yes,English,Priority Boarding,Limited Availability,Non-Changeable,Student Discount,5.0
416,Alaska Airlines,Dallas,Atlanta,04:00 PM,04:00 PM,Domestic,Embraer E190,26,677,Gluten-Free,On Time,18,Domestic,10.7,15kg,Non-refundable,Business,No,Movies & TV,4438,3+ Stops,Group C,Yes,French,Priority Boarding,Limited Availability,Non-Changeable,None,4.9
417,JetBlue,Boston,Charlotte,10:00 AM,08:00 AM,International,Airbus A350,20,177,None,Cancelled,35,International,3.6,25kg,Refundable with Fee,Economy,Yes,Games,4307,None,Group D,No,Spanish,Complimentary Drinks,Fully Booked,Fully Flexible,None,4.4
418,Frontier,Houston,Washington D.C.,12:00 PM,08:00 PM,International,Boeing 777,9,338,None,Delayed,2,International,8.3,25kg,Refundable with Fee,Business,No,Music,969,3+ Stops,Group D,Yes,Multilingual,Priority Boarding,Fully Booked,Non-Changeable,Frequent Flyer Discount,4.5
419,Southwest,Houston,Chicago,04:00 PM,08:00 AM,Domestic,Boeing 777,7,528,Gluten-Free,Delayed,19,International,2.5,30kg,Fully Refundable,First Class,No,Games,1605,2 Stops,Group B,No,Chinese,Complimentary Drinks,Fully Booked,Fully Flexible,Frequent Flyer Discount,3.8
420,JetBlue,Miami,Seattle,12:00 PM,04:00 PM,International,Boeing 777,28,794,Vegan,Cancelled,18,Domestic,3.8,Unlimited,Refundable with Fee,Economy,No,Movies & TV,1943,3+ Stops,Group C,No,Chinese,Sleep Kit,Limited Availability,Changeable with Fee,Frequent Flyer Discount,3.1
421,Southwest,Atlanta,Charlotte,12:00 PM,04:00 PM,International,Embraer E190,23,351,Gluten-Free,Cancelled,37,International,10.7,Unlimited,Fully Refundable,Premium Economy,No,Games,973,1 Stop,Group C,No,English,None,Available,Non-Changeable,Student Discount,4.0
422,Delta,Charlotte,Miami,10:00 AM,06:00 AM,International,Boeing 737,28,440,Vegan,Cancelled,50,International,8.4,15kg,Non-refundable,Premium Economy,No,Games,3057,1 Stop,Group B,No,French,Extra Legroom,Fully Booked,Changeable with Fee,Student Discount,5.0
423,Frontier,Washington D.C.,Orlando,08:00 AM,10:00 AM,Domestic,Airbus A320,21,539,Non-Vegetarian,Cancelled,49,International,7.3,30kg,Refundable with Fee,Economy,Yes,None,4187,2 Stops,Group B,No,French,Complimentary Drinks,Limited Availability,Non-Changeable,Student Discount,4.0
424,Spirit,San Francisco,Denver,06:00 AM,02:00 PM,Domestic,Boeing 737,7,394,Vegetarian,On Time,28,Domestic,1.5,30kg,Fully Refundable,Premium Economy,Yes,Games,1507,None,Group A,Yes,Multilingual,None,Available,Changeable with Fee,Student Discount,3.1
425,JetBlue,Denver,Charlotte,04:00 PM,02:00 PM,International,Embraer E190,30,363,None,Cancelled,6,International,6.2,25kg,Refundable with Fee,Premium Economy,No,Music,3948,2 Stops,Group A,Yes,Chinese,Priority Boarding,Available,Fully Flexible,Frequent Flyer Discount,4.1
426,Alaska Airlines,Washington D.C.,Houston,06:00 AM,06:00 PM,International,Boeing 737,6,425,Gluten-Free,On Time,2,Domestic,10.5,25kg,Non-refundable,Business,Yes,Movies & TV,4203,1 Stop,Group B,No,French,Complimentary Drinks,Fully Booked,Non-Changeable,Senior Citizen Discount,4.7
427,United,Phoenix,San Francisco,08:00 PM,06:00 AM,International,Boeing 777,12,547,Vegan,On Time,29,Domestic,6.0,30kg,Fully Refundable,First Class,No,None,3131,3+ Stops,Group A,Yes,English,Sleep Kit,Available,Fully Flexible,Senior Citizen Discount,3.9
